Epoch,Time,Loss,Metrics,Validation
1.0,0.006100700000160941,2.0496625900268555,0.19583334028720856,0.4305555522441864
2.0,0.01576899999986381,1.5194045305252075,0.2874999940395355,0.4166666567325592
3.0,-0.005491800000072544,1.4034185409545898,0.35972222685813904,0.4583333432674408
4.0,-0.005304499999738255,1.6548357009887695,0.4486111104488373,0.4722222089767456
5.0,0.01942189999999755,1.3414440155029297,0.44305557012557983,0.4722222089767456
6.0,-0.010036800000079893,1.3222264051437378,0.49861112236976624,0.5555555820465088
7.0,0.013852900000074442,1.5119553804397583,0.5319444537162781,0.5555555820465088
8.0,-0.02905700000019351,1.6802095174789429,0.5402777791023254,0.5277777910232544
9.0,0.009529200000088167,1.2591967582702637,0.5680555701255798,0.5277777910232544
10.0,0.1069881000003079,1.495179533958435,0.5777778029441833,0.5277777910232544
11.0,-0.006831400000010035,1.415371060371399,0.6041666865348816,0.5555555820465088
12.0,0.007015899999942121,1.4998687505722046,0.6277777552604675,0.5833333134651184
13.0,0.018834799999922325,1.682193398475647,0.5916666388511658,0.5277777910232544
14.0,0.01355809999995472,1.399153709411621,0.6402778029441833,0.5833333134651184
15.0,-0.006074699999999211,1.4112917184829712,0.6652777791023254,0.6111111044883728
16.0,-0.00740189999987706,1.5496920347213745,0.6777777671813965,0.5416666865348816
17.0,-0.00011710000012499222,1.4158118963241577,0.6458333134651184,0.6111111044883728
18.0,0.0109660000000531,1.6529909372329712,0.6694444417953491,0.5694444179534912
19.0,-0.011690799999769297,1.174517273902893,0.6805555820465088,0.5833333134651184
20.0,-0.006334800000104224,1.3080921173095703,0.699999988079071,0.5694444179534912
21.0,0.0008158000000548782,1.2899671792984009,0.6944444179534912,0.625
22.0,-0.01395090000005439,1.2707127332687378,0.699999988079071,0.5833333134651184
23.0,-0.048377999999956955,1.5379441976547241,0.7180555462837219,0.625
24.0,-0.02138779999995677,1.4356555938720703,0.6875,0.5972222089767456
25.0,0.008753800000022238,1.4250856637954712,0.7208333611488342,0.6111111044883728
26.0,0.03634250000004613,1.643194556236267,0.7347221970558167,0.6111111044883728
27.0,0.035669499999812615,1.3412822484970093,0.7486110925674438,0.5972222089767456
28.0,-0.020196400000031645,1.318820834159851,0.7555555701255798,0.5972222089767456
29.0,0.008725599999934275,1.5435705184936523,0.7541666626930237,0.5833333134651184
30.0,0.004672499999969659,1.049315333366394,0.769444465637207,0.6111111044883728
31.0,0.0011070999998992193,1.5593477487564087,0.7444444298744202,0.625
32.0,-0.03590180000014698,1.5062475204467773,0.7736111283302307,0.625
33.0,-0.04253880000010213,1.2459105253219604,0.7680555582046509,0.6388888955116272
34.0,-0.009371699999974226,1.2188647985458374,0.7763888835906982,0.6388888955116272
35.0,-0.018884400000160895,1.1370078325271606,0.7652778029441833,0.625
36.0,-0.014179900000044654,1.2361364364624023,0.7805555462837219,0.6388888955116272
37.0,0.008508200000051147,0.957733154296875,0.7833333611488342,0.6527777910232544
38.0,0.019155799999907686,0.9942374229431152,0.7875000238418579,0.625
39.0,-0.011208200000055513,0.8619017601013184,0.8055555820465088,0.6111111044883728
40.0,0.009987900000169248,0.9715373516082764,0.7819444537162781,0.6388888955116272
41.0,-0.0010601000001315697,1.2373406887054443,0.8069444298744202,0.5972222089767456
42.0,-0.009461899999905654,1.0657399892807007,0.8152777552604675,0.6527777910232544
43.0,-0.009342999999944368,1.2891368865966797,0.8125,0.6527777910232544
44.0,-0.02592319999985193,1.2244303226470947,0.824999988079071,0.6527777910232544
45.0,-0.023949899999934132,1.2885173559188843,0.8152777552604675,0.6388888955116272
46.0,-0.015757200000052762,0.9947853088378906,0.8486111164093018,0.625
47.0,-0.011403800000152842,1.1241567134857178,0.8083333373069763,0.6527777910232544
48.0,-0.02445579999994152,1.2000786066055298,0.8236111402511597,0.6111111044883728
49.0,0.017631699999810735,0.8779821395874023,0.8138889074325562,0.6527777910232544
50.0,-0.01987760000019989,0.8511908650398254,0.8458333611488342,0.7083333134651184
